fov_key,dataset,filename,image_path,density_label,overlap_label,density_ord,overlap_ord
tanzania-073026/dpc-032-KTR-72502948.png,tanzania-073026,dpc-032-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-032-KTR-72502948.png,monolayer,slight rouleaux,1,1
tanzania-073026/dpc-033-KTR-72502948.png,tanzania-073026,dpc-033-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-033-KTR-72502948.png,slightly dense,slight rouleaux,2,1
tanzania-073026/dpc-034-KTR-72502948.png,tanzania-073026,dpc-034-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-034-KTR-72502948.png,slightly dense,no rouleaux,2,0
tanzania-073026/dpc-035-KTR-72502948.png,tanzania-073026,dpc-035-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-035-KTR-72502948.png,slightly dense,slight rouleaux,2,1
tanzania-073026/dpc-036-KTR-72502948.png,tanzania-073026,dpc-036-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-036-KTR-72502948.png,slightly dense,slight rouleaux,2,1
tanzania-073026/dpc-037-KTR-72502948.png,tanzania-073026,dpc-037-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-037-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-038-KTR-72502948.png,tanzania-073026,dpc-038-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-038-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-039-KTR-72502948.png,tanzania-073026,dpc-039-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-039-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-040-KTR-72502948.png,tanzania-073026,dpc-040-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-040-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-041-KTR-72502948.png,tanzania-073026,dpc-041-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-041-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-042-KTR-72502948.png,tanzania-073026,dpc-042-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-042-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-043-KTR-72502948.png,tanzania-073026,dpc-043-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-043-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-044-KTR-72502948.png,tanzania-073026,dpc-044-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-044-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-045-KTR-72502948.png,tanzania-073026,dpc-045-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-045-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-046-KTR-72502948.png,tanzania-073026,dpc-046-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-046-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-047-KTR-72502948.png,tanzania-073026,dpc-047-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-047-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-048-KTR-72502948.png,tanzania-073026,dpc-048-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-048-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-049-KTR-72502948.png,tanzania-073026,dpc-049-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-049-KTR-72502948.png,monolayer,slight rouleaux,1,1
tanzania-073026/dpc-050-KTR-72502948.png,tanzania-073026,dpc-050-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-050-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-051-KTR-72502948.png,tanzania-073026,dpc-051-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-051-KTR-72502948.png,monolayer,slight rouleaux,1,1
tanzania-073026/dpc-052-KTR-72502948.png,tanzania-073026,dpc-052-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-052-KTR-72502948.png,monolayer,slight rouleaux,1,1
tanzania-073026/dpc-053-KTR-72502948.png,tanzania-073026,dpc-053-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-053-KTR-72502948.png,slightly dense,slight rouleaux,2,1
tanzania-073026/dpc-054-KTR-72502948.png,tanzania-073026,dpc-054-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-054-KTR-72502948.png,slightly dense,slight rouleaux,2,1
tanzania-073026/dpc-055-KTR-72502948.png,tanzania-073026,dpc-055-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-055-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-056-KTR-72502948.png,tanzania-073026,dpc-056-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-056-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-057-KTR-72502948.png,tanzania-073026,dpc-057-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-057-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-058-KTR-72502948.png,tanzania-073026,dpc-058-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-058-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-059-KTR-72502948.png,tanzania-073026,dpc-059-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-059-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-060-KTR-72502948.png,tanzania-073026,dpc-060-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-060-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-061-KTR-72502948.png,tanzania-073026,dpc-061-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-061-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-062-KTR-72502948.png,tanzania-073026,dpc-062-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-062-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-063-KTR-72502948.png,tanzania-073026,dpc-063-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-063-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-064-KTR-72502948.png,tanzania-073026,dpc-064-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-064-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-065-KTR-72502948.png,tanzania-073026,dpc-065-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-065-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-066-KTR-72502948.png,tanzania-073026,dpc-066-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-066-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-067-KTR-72502948.png,tanzania-073026,dpc-067-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-067-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-068-KTR-72502948.png,tanzania-073026,dpc-068-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-068-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-069-KTR-72502948.png,tanzania-073026,dpc-069-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-069-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-070-KTR-72502948.png,tanzania-073026,dpc-070-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-070-KTR-72502948.png,monolayer,slight rouleaux,1,1
tanzania-073026/dpc-071-KTR-72502948.png,tanzania-073026,dpc-071-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-071-KTR-72502948.png,monolayer,slight rouleaux,1,1
tanzania-073026/dpc-072-KTR-72502948.png,tanzania-073026,dpc-072-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-072-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-073-KTR-72502948.png,tanzania-073026,dpc-073-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-073-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-074-KTR-72502948.png,tanzania-073026,dpc-074-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-074-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-075-KTR-72502948.png,tanzania-073026,dpc-075-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-075-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-076-KTR-72502948.png,tanzania-073026,dpc-076-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-076-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-077-KTR-72502948.png,tanzania-073026,dpc-077-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-077-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-078-KTR-72502948.png,tanzania-073026,dpc-078-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-078-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-079-KTR-72502948.png,tanzania-073026,dpc-079-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-079-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-080-KTR-72502948.png,tanzania-073026,dpc-080-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-080-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-081-KTR-72502948.png,tanzania-073026,dpc-081-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-081-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-082-KTR-72502948.png,tanzania-073026,dpc-082-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-082-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-083-KTR-72502948.png,tanzania-073026,dpc-083-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-083-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-084-KTR-72502948.png,tanzania-073026,dpc-084-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-084-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-085-KTR-72502948.png,tanzania-073026,dpc-085-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-085-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-086-KTR-72502948.png,tanzania-073026,dpc-086-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-086-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-087-KTR-72502948.png,tanzania-073026,dpc-087-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-087-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-088-KTR-72502948.png,tanzania-073026,dpc-088-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-088-KTR-72502948.png,monolayer,no rouleaux,1,0
tanzania-073026/dpc-089-KTR-72502948.png,tanzania-073026,dpc-089-KTR-72502948.png,C:\Users\owlem\Projects\fov-filtering-tool\crowding-crenation\data\raw\new\KTR-72502948\dpc\dpc-089-KTR-72502948.png,monolayer,no rouleaux,1,0
