fov_id,manual_density,manual_overlap,model_density_label,model_overlap_label,model_density_score,model_overlap_score,fluorescent_present,fluorescent_confidence,fluorescent_contrast_ratio,dpc_path,fluorescent_path
41,monolayer,no rouleaux,monolayer,no rouleaux,0.4426018681168619,0.3353207981321426,False,0.0,1.5096,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-041-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-041-KTR-72502946.png
42,monolayer,no rouleaux,slightly dense,slight rouleaux,0.4845545086618876,0.37207084470170276,False,0.0,1.4526,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-042-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-042-KTR-72502946.png
43,monolayer,no rouleaux,slightly dense,slight rouleaux,0.48028173426044907,0.37423722588291897,False,0.0,1.418,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-043-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-043-KTR-72502946.png
44,monolayer,no rouleaux,slightly dense,slight rouleaux,0.48806390362838903,0.37602676661838796,False,0.0,1.2534,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-044-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-044-KTR-72502946.png
45,slightly dense,no rouleaux,slightly dense,slight rouleaux,0.5183539875864017,0.40266055539898904,False,0.0,1.3996,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-045-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-045-KTR-72502946.png
46,slightly dense,no rouleaux,slightly dense,slight rouleaux,0.5080149531198094,0.39481298551576266,False,0.0,1.3893,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-046-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-046-KTR-72502946.png
47,slightly dense,slight rouleaux,slightly dense,slight rouleaux,0.5215351214739511,0.41120007937467823,False,0.0,1.209,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-047-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-047-KTR-72502946.png
48,slightly dense,slight rouleaux,slightly dense,slight rouleaux,0.5219377254637575,0.4065901774726669,False,0.0,1.3388,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-048-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-048-KTR-72502946.png
49,slightly dense,some rouleaux,slightly dense,some rouleaux,0.5865194575206283,0.47687995377053477,False,0.0,1.6498,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-049-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-049-KTR-72502946.png
50,slightly dense,some rouleaux,slightly dense,slight rouleaux,0.5444664683813463,0.43837011969972484,False,0.0,1.3811,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-050-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-050-KTR-72502946.png
51,slightly dense,some rouleaux,slightly dense,slight rouleaux,0.5225495702329441,0.4119414657284431,False,0.0,1.3073,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-051-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-051-KTR-72502946.png
52,slightly dense,some rouleaux,slightly dense,some rouleaux,0.58817986217126,0.47223838233794946,False,0.0,1.3201,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-052-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-052-KTR-72502946.png
53,dense,some rouleaux,dense,rouleaux,0.6425504113166789,0.5429607172226248,False,0.0,1.3713,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-053-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-053-KTR-72502946.png
54,slightly dense,some rouleaux,dense,some rouleaux,0.6086761035643218,0.49209572934233037,True,0.8217,5.3045,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-054-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-054-KTR-72502946.png
55,monolayer,no rouleaux,slightly dense,slight rouleaux,0.46193517720481303,0.3571232413633509,False,0.0,1.5619,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-055-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-055-KTR-72502946.png
56,slightly dense,no rouleaux,monolayer,no rouleaux,0.4222411747762528,0.3186780779245474,False,0.0,1.4432,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-056-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-056-KTR-72502946.png
57,slightly dense,no rouleaux,monolayer,no rouleaux,0.4203342051450511,0.328208993442572,False,0.0,1.4663,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-057-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-057-KTR-72502946.png
58,slightly dense,no rouleaux,monolayer,no rouleaux,0.4030636060650557,0.3032374847618196,False,0.0,1.4557,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-058-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-058-KTR-72502946.png
59,dense,rouleaux,slightly dense,slight rouleaux,0.48265434513573985,0.3824616622184392,False,0.0,1.4871,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-059-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-059-KTR-72502946.png
60,very dense,heavy rouleaux,dense,rouleaux,0.6485528232426775,0.5565514433090175,False,0.0,1.3335,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-060-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-060-KTR-72502946.png
61,very dense,heavy rouleaux,very dense,rouleaux,0.6817760014038488,0.6016253855682444,False,0.0,1.4925,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-061-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-061-KTR-72502946.png
62,very dense,heavy rouleaux,very dense,heavy rouleaux,0.7813013599862169,0.7553480186732576,False,0.0,1.7795,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-062-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-062-KTR-72502946.png
63,very dense,heavy rouleaux,very dense,heavy rouleaux,0.7536441627823482,0.7005296838907925,False,0.0,1.7909,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-063-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-063-KTR-72502946.png
64,very dense,heavy rouleaux,very dense,heavy rouleaux,0.8248741037214923,0.7962659374665964,False,0.0,1.5866,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-064-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-064-KTR-72502946.png
65,dense,rouleaux,very dense,heavy rouleaux,0.677636644708774,0.6910401957347718,False,0.0,1.4556,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-065-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-065-KTR-72502946.png
66,dense,rouleaux,monolayer,no rouleaux,0.42606499258955993,0.3558657021535883,False,0.0,1.4436,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-066-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-066-KTR-72502946.png
67,slightly dense,some rouleaux,slightly dense,slight rouleaux,0.4751713527909462,0.4120283836902626,False,0.0,1.5184,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-067-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-067-KTR-72502946.png
68,slightly dense,some rouleaux,monolayer,slight rouleaux,0.45069386929093336,0.3930515026154721,False,0.0,1.5233,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-068-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-068-KTR-72502946.png
69,slightly dense,some rouleaux,monolayer,no rouleaux,0.4255236509075175,0.35353419266419384,False,0.0,1.2883,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-069-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-069-KTR-72502946.png
70,slightly dense,some rouleaux,slightly dense,slight rouleaux,0.4688849775223818,0.4032480771533683,False,0.0,1.6494,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-070-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-070-KTR-72502946.png
71,slightly dense,some rouleaux,slightly dense,slight rouleaux,0.4906593139426896,0.43150019598143674,False,0.0,1.565,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-071-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-071-KTR-72502946.png
72,slightly dense,some rouleaux,slightly dense,slight rouleaux,0.4870552226186765,0.43016176853721216,False,0.0,1.8138,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-072-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-072-KTR-72502946.png
73,monolayer,no rouleaux,slightly dense,slight rouleaux,0.4903407688088618,0.38315958467259686,False,0.0,1.5809,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-073-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-073-KTR-72502946.png
74,monolayer,no rouleaux,slightly dense,slight rouleaux,0.4672182277324806,0.3616883777403419,False,0.0,1.3851,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-074-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-074-KTR-72502946.png
75,monolayer,no rouleaux,monolayer,no rouleaux,0.4201333759064222,0.31551000413927505,False,0.0,1.5016,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-075-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-075-KTR-72502946.png
76,monolayer,no rouleaux,monolayer,no rouleaux,0.42188913106114534,0.3194385722258434,False,0.0,1.5748,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-076-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-076-KTR-72502946.png
77,monolayer,no rouleaux,monolayer,slight rouleaux,0.4457542248232855,0.3682778877376649,False,0.0,1.6378,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-077-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-077-KTR-72502946.png
78,dense,rouleaux,dense,some rouleaux,0.6058982263997401,0.5276537241974663,False,0.0,1.5815,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-078-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-078-KTR-72502946.png
79,very dense,heavy rouleaux,dense,rouleaux,0.6612465813631031,0.5736045545848344,False,0.0,1.5317,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-079-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-079-KTR-72502946.png
80,very dense,heavy rouleaux,very dense,rouleaux,0.687191575180942,0.5948964710050025,False,0.0,1.7857,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-080-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-080-KTR-72502946.png
81,very dense,heavy rouleaux,very dense,heavy rouleaux,0.7053764615238682,0.626234446800201,False,0.0,1.4901,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-081-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-081-KTR-72502946.png
82,very dense,heavy rouleaux,very dense,heavy rouleaux,0.7337721836186887,0.6403796810668163,False,0.0,3.3994,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-082-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-082-KTR-72502946.png
83,dense,rouleaux,very dense,heavy rouleaux,0.7267608895048405,0.7290475954951547,False,0.0,1.7346,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-083-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-083-KTR-72502946.png
84,monolayer,slight rouleaux,slightly dense,some rouleaux,0.5061702616225312,0.4421363590790947,False,0.0,1.3893,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-084-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-084-KTR-72502946.png
85,slightly dense,slight rouleaux,slightly dense,slight rouleaux,0.47175708482946604,0.39250978307788814,False,0.0,1.3427,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-085-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-085-KTR-72502946.png
86,monolayer,slight rouleaux,monolayer,slight rouleaux,0.4540450563406702,0.39318261578383457,False,0.0,1.4241,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-086-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-086-KTR-72502946.png
87,monolayer,slight rouleaux,monolayer,no rouleaux,0.3962795423125418,0.3164688345404113,False,0.0,1.4961,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-087-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-087-KTR-72502946.png
88,monolayer,slight rouleaux,monolayer,no rouleaux,0.4369205051618614,0.34524914874165846,False,0.0,1.2353,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-088-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-088-KTR-72502946.png
89,monolayer,slight rouleaux,monolayer,no rouleaux,0.418048651492424,0.3411543177548357,False,0.0,1.295,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-089-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-089-KTR-72502946.png
90,monolayer,no rouleaux,monolayer,no rouleaux,0.3872061952893725,0.3214184147070161,False,0.0,1.39,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-090-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-090-KTR-72502946.png
91,monolayer,no rouleaux,slightly dense,slight rouleaux,0.4874025362369234,0.3806106095782997,False,0.0,1.4155,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-091-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-091-KTR-72502946.png
92,monolayer,no rouleaux,slightly dense,slight rouleaux,0.48365802904484156,0.3848316446498013,False,0.0,1.2643,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/dpc-092-KTR-72502946.png,gs://tanzania_02032026/TZ2025-Box5/KTR-72502946/fluorescent-092-KTR-72502946.png
